College,Course,LO (please exclude the hashtag),Rubric,Description,Last Update
CS,CS156,unsupervisedlearning,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS156-unsupervisedlearning,Apply and interpret unsupervised methods for an unsupervised learning task.,
CS,CS162,webstandards,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS162-webstandards,"Build systems that correctly use the standard web technologies (e.g. http, html).",Dec/2020
CS,CS162,agile,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS162-agile,"Follow the agile movement when researching and developing a new product. This involves finding short feedback loops throughout all stages of the product lifecycle (inception, development, and deployment).",
CS,CS162,communication,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS162-communication,"Ensure that all code, documentation and commit messages are clearly written with explanations where appropriate.",
CS,CS162,sql,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS162-sql,Write fast queries for well-designed SQL tables.,
CS,CS162,deployment,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS162-deployment,Build a deployment process that can quickly scale to many machines if need be.,
CS,CS162,testing,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS162-testing,Write comprehensive and meaningful testing code for the system.,
CS,CS162,abstraction,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS162-abstraction,"Design interfaces (class interfaces, user interfaces, etc.) that are easy to use and hide much of the complexity needed for the implementation.",
CS,CS162,separationofconcerns,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS162-separationofconcerns,Design systems such that any task is handled by exactly one component and each component handles conceptually similar tasks.,
CS,CS164,advancedcalculus,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS164-advancedcalculus,Explain and apply advanced calculus techniques in problem solving.,Dec/2020
CS,CS164,convexity,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS164-convexity,"Define and explain the notions of convex sets and functions, and apply them to optimization problems.",
CS,CS164,lagrangeKKT,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS164-lagrangeKKT,"Define, explain and apply the KKT conditions and the Lagrangian dual problem using appropriate Lagrange multipliers to constrained optimization problems with both equality and inequality constraints.",
CS,CS164,realanalysis,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS164-realanalysis,"Define, explain and apply concepts in real analysis that are relevant to optimization problems.",
CS,CS164,convexprogramming,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS164-convexprogramming,Solve convex programming problems.,
CS,CS164,nonconvexprogramming,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS164-nonconvexprogramming,Solve nonconvex optimization problems.,
CS,CS164,optimizationstrategy,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS164-optimizationstrategy,Identify the utility function and feasible set corresponding to an optimization problem and choose the appropriate algorithm to solve the problem.,
CS,CS164,recedinghorizonoptimization,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS164-recedinghorizonoptimization,"Formulate, analyze and solve receding horizon optimization problems for controlling dynamic systems.",Not in use anymore
CS,CS166,EmpiricalAnalysis,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS166-EmpiricalAnalysis,Empirically analyze the results of a simulation using appropriate quantitative techniques and draw appropriate conclusions based on the results.,Dec/2020
CS,CS166,TheoreticalAnalysis,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS166-TheoreticalAnalysis,Mathematically analyze a model or simulation to determine or estimate the characteristics of the model or simulation.,
CS,CS166,CodeReadability,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS166-CodeReadability,"When implementing a simulation, write well-organized, structured, and commented Python code.",
CS,CS166,Professionalism,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS166-Professionalism,"Apply professional standards in writing, formatting, and behavior that are appropriate in quantitative fields.",
CS,CS166,Modeling,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS166-Modeling,"Model or interpret a scenario using mathematical equations, network theory, cellular automata, or other techniques.",
CS,CS166,PythonImplementation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS166-PythonImplementation,"Based on a model description, implement a simulation of the model in Python using appropriate data and programming structures.",
CS,CS166,mcanalysis,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS166-mcanalysis,"Given a stochastic model, apply concepts and techniques from Monte Carlo theory to analyze the characteristics of the model.",Not in use anymore
CS,CS166,mcmodeling,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS166-mcmodeling,Model or interpret probabilistic state transitions for Monte Carlo simulations of nondeterministic scenarios.,
CS,CS166,interpretresults,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS166-interpretresults,"Summarize, interpret and communicate conclusions or results from analyzing models and simulations.",
CS,CS166,pythonimplementation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS166-pythonimplementation,"Given a description of the state space and update rules of a model, implement a simulation of the model in Python.",
CS,CS166,caanalysis,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS166-caanalysis,"Given a model, apply concepts and techniques from cellular automata theory to analyze the characteristics of the model.",
CS,CS166,camodeling,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS166-camodeling,Model or interpret a discrete time and state space scenario using a cellular automaton.,
CS,CS166,networkanalysis,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS166-networkanalysis,"Given a model, apply concepts and techniques from network theory to analyze the characteristics of the model.",
CS,CS166,networkmodeling,https://forum.minerva.edu/app/outcome-index/learning-outcomes/CS166-networkmodeling,Model or interpret a discrete time and discrete or continuous state space scenario using a network.,
Natural Sciences,,,,,
NS,NS110L,conservationlaws,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110L-conservationlaws,Identify conservation laws and use them to analyze phisical systems.,Dec/2020
NS,NS110L,fieldsforcesmotion,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110L-fieldsforcesmotion,"Identify, explain, and utilize fields and the forces created by them to analyze objects in motion and other physical systems.",
NS,NS110L,bioapplications,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110L-bioapplications,"Apply principles of mechanics, electromagnetism, thermodynamics, optics, and atomic physics to biological or medical phenomena.",
NS,NS110L,fluids,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110L-fluids,"Apply the concepts of fluid pressure, buoyancy, and Bernoulli's equation to a wide variety of physical systems.",
NS,NS110L,thermolaws,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110L-thermolaws,Describe heat as a form of energy transfer and its role in the first law of thermodynamics in relation to energy conservation. Also analyze the relationship between entropy and the second law of thermodynamics.,
NS,NS110L,wavemechanics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110L-wavemechanics,"Apply wave characteristics such as frequency, wavelength, intensity, interference and diffraction to analyze physical waves including sound and light.",
NS,NS110L,mathmethods,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110L-mathmethods,"Apply analytical and numerical techniques from algebra, trigonometry, and dimensional analysis to solve concrete physical problems.",
NS,NS110L,quantprofessionalism,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110L-quantprofessionalism,Apply professional conventions that are appropriate in quantitative fields.,
NS,NS110U,conservationandmotion,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110U-conservationandmotion,"Discuss when charge, energy, momentum, and angular momentum are conserved and how these laws can simplify the description of particle motion.",Dec/2020
NS,NS110U,EMfieldsforcemotion,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110U-EMfieldsforcemotion,"Identify, explain, and utilize electric and magnetic fields and the forces created by them to describe motion.",
NS,NS110U,newtoniongravity,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110U-newtoniongravity,Explain and utilize the gravitational force to describe gravitational phenomena.,
NS,NS110U,newtonslaws,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110U-newtonslaws,Apply Newton's laws to a physical system.,
NS,NS110U,SReffects,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110U-SReffects,"Explain and utilize the principles of special relativity in addition to the main effects resulting from them: time dilation, length contraction, and relativity of simultaneity.",
NS,NS110U,DA,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110U-DA,"Recognize dimensionally correct and incorrect equations, and use dimensional analysis to arrive at new relationships between physical variables.",
NS,NS110U,mathmethods,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110U-mathmethods,"Apply techniques from algebra, trigonometry, and calculus to solve concrete physical problems.",
NS,NS110U,quantprofessionalism,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS110U-quantprofessionalism,Apply professional conventions specific to quantitative fields.,
NS,NS111,ageandcomposition,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS111-ageandcomposition,"Analyze appropriate methods to determine age and/or composition of components in the Universe including stars, Earth and other planetary bodies.",Dec/2020
NS,NS111,elementstominerals,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS111-elementstominerals,"Explain the different modes of element formation, how elements combine to form molecules and minerals, and how their properties affect planetary construction or functioning.",
NS,NS111,originoflife,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS111-originoflife,"Examine the evidence for a single origin of life, for when life began on Earth, and organize the 'origin of life' problem into a series of discrete steps.",
NS,NS111,planetaryformation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS111-planetaryformation,"Explain the formation of the solar system and how planets can progress from a homogenous mixture of rock & metal to a layered planet, including concepts of immiscibility and partial melting.",
NS,NS111,redox,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS111-redox,"Analyze the ""co-evolution of life and Earth's exterior"" - namely, the critical role of oxidationreduction reactions which make life possible, but also fundamentally alter Earth's surface environment.",
NS,NS111,climateregulation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS111-climateregulation,"Explain the natural controls that stabilize Earth's climate, and the causes (both natural and human-induced) of climate variability.",
NS,NS111,naturalresources,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS111-naturalresources,"Recognize the human impacts on natural resources and that these resources have different timescales and histories of formation and cycling [e.g., groundwater, fossil fuels].",
NS,NS111,platetectonics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS111-platetectonics,"Explain key aspects of the plate tectonics theory, evaluate the multiple lines of evidence for plate tectonics, and recognize the importance of plate tectonics to other Earth cycles.",
NS,NS111,feedbacks,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS111-feedbacks,"Analyze examples of positive and negative feedbacks in the Earth system, perturbations to these feedbacks, and their implications.",
NS,NS111,scale,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS111-scale,Be able to determine scale considering time and/or space.,
NS,NS111,systemsthinking,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS111-systemsthinking,Distinguish between a reductionist approach to the world and a 'systems thinking' approach and explain the characteristics of natural systems.,
NS,NS112,buildphylogenies,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS112-buildphylogenies,"Use bioinformatic tools to build phylogenetic trees, understand the concepts underlying the construction of phylogenetic trees, and critique the tree-building methods used in primary literature.",Dec/2020
NS,NS112,calculateselection,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS112-calculateselection,Calculate selection using genetic and/or phenotypic data and interpret the different insight provided by each.,
NS,NS112,networks,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS112-networks,Analyze how network structure affects interactions within a network.,
NS,NS112,allelefrequencychange,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS112-allelefrequencychange,"Explain the mechanisms of allele frequency change in populations, in particular genetic drift, and apply theory to evaluate the probability of fixation for different scenarios.",
NS,NS112,evaluatephylogenies,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS112-evaluatephylogenies,"Evaluate phylogenies to analyze, interpret and apply the evolutionary relationships derived from them.",
NS,NS112,modesofselection,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS112-modesofselection,Distinguish modes of selection and analyze their impact on genetic variance within and between populations.,
NS,NS112,speciation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS112-speciation,Evaluate mechanisms of speciation events.,
NS,NS112,adaptationandspandrels,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS112-adaptationandspandrels,Differentiate between adaptive and nonadaptive mechanisms and how they influence traits across scales.,
NS,NS112,ecorelationships,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS112-ecorelationships,Determine the costs and benefits of interactions among organisms to evaluate hypotheses explaining the nature and consequences of the interaction.,
NS,NS112,geneticvariationandheritability,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS112-geneticvariationandheritability,"Distinguish the diverse genetic mechanisms (e.g., random mutation, non-randomness in mutation rates, epistasis, polygenic variation) and epigenetic mechanisms (e.g., methylation) that influence phenotypic traits and their inheritance.",
NS,NS112,nicheconstruction,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS112-nicheconstruction,"Evaluate the way organisms shape their environment and the subsequent evolutionary consequences, with a focus on ecological inheritance and bidirectional selection.",
NS,NS112,phenotypicplasticity,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS112-phenotypicplasticity,"Evaluate how organisms with the same genotype can produce different phenotypes in response to environmental differences they experience, and how that plasticity can both evolve itself and impact evolutionary processes.",
NS,NS142,measurementtheory,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS142-measurementtheory,Describe the effects of measurement on a quantum system.,Dec/2020
NS,NS142,operatortheory,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS142-operatortheory,Recognize the role of linear operators and describe their action on the space of states.,
NS,NS142,quantprofessionalism,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS142-quantprofessionalism,Apply professional conventions specific to quantitative fields.,
NS,NS142,spaceofstates,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS142-spaceofstates,Construct the space of states for a given quantum system.,
NS,NS142,timeevolution,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS142-timeevolution,Use the time evolution operator to predict the future behavior of a quantum system.,
NS,NS142,2statesystems,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS142-2statesystems,Use the properties of two-state systems to infer the rules of quantum mechanics.,
NS,NS142,atomicsystems,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS142-atomicsystems,Apply quantum mechanics to the description of phenomena occurring in atomic physics.,
NS,NS144,bioinformatics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS144-bioinformatics,Apply bioinformatic tools to generate and test hypotheses.,Dec/2020
NS,NS144,studypopulation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS144-studypopulation,Determine appropriate subjects for specific research questions.,
NS,NS144,geneidentification,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS144-geneidentification,Design experiments to identify candidate causative genes and genetic variants.,
NS,NS144,geneticarchitecture,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS144-geneticarchitecture,Analyze patterns of inheritance to determine the underlying genetic and environmental basis of phenotypic trait variation.,
NS,NS144,development,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS144-development,Analyze effects of spatially and temporally regulated differential gene expression in multicellular organisms.,
NS,NS144,generegulationmechanisms,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS144-generegulationmechanisms,Distinguish between mechanisms to regulate the expression of genes.,
NS,NS146,earthsurfaceprocesses,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS146-earthsurfaceprocesses,"Explain the processes that transport, deposit or lithify Earth materials (including water) or create landforms.",Dec/2020
NS,NS146,highPTgeochem,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS146-highPTgeochem,"Analyze the chemical changes associated with melting, crystallization, and solid-state diffusion at high pressures and temperatures.",
NS,NS146,highPTprocesses,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS146-highPTprocesses,"Explain the physical processes that create or transform Earth materials at high pressures and temperatures (e.g., partial melting, tectonic compression).",
NS,NS146,surfacegeochem,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS146-surfacegeochem,"Analyze the chemical changes on Earth’s surface due to interactions among water, minerals, atmosphere and/or life.",
NS,NS146,landforms,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS146-landforms,Recognize and interpret landforms.,
NS,NS146,minerals,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS146-minerals,Identify specific types of minerals and explain their key properties.,
NS,NS146,rock,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS146-rock,"Identify and interpret key characteristics of and types of rocks or rock formations (e.g., composition, formation environment)",
NS,NS152,chemicalproperties,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS152-chemicalproperties,Explain how chemical properties and reactions are utilized to analyze molecules.,Dec/2020
NS,NS152,lightproperties,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS152-lightproperties,Explain how properties of light are utilized to analyze specimens.,
NS,NS152,subatomicproperties,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS152-subatomicproperties,Explain how subatomic properties are utilized to analyze molecules.,
NS,NS152,errordetermination,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS152-errordetermination,Identify and quantify relevant types and sources of error to select appropriate techniques and correctly interpret results.,
NS,NS152,errorminimization,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS152-errorminimization,Identify ways to minimize errors in analytical techniques.,
NS,NS152,limits,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS152-limits,Explain and work within analytical and physical limits when selecting methods and interpreting results.,
NS,NS154,researchmethods,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS154-researchmethods,Conduct scientific research; analyze experimental protocols and results.,Dec/2020
NS,NS154,sciencecommunication,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS154-sciencecommunication,Explain a scientific concept or communicate research results,
NS,NS154,kinetics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS154-kinetics,Explain factors that influence the kinetics of chemical reactions and interactions.,
NS,NS154,molecularproperties,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS154-molecularproperties,Apply principles of chemistry and physics to characterize the structure and explain the interactions of biological molecules.,
NS,NS154,reactions,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS154-reactions,"Identify, interpret, and differentiate chemical reactions relevant to biological function.",
NS,NS154,thermodynamics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS154-thermodynamics,Apply principles of thermodynamics to explain the structure and interactions of biological systems and molecules.,
NS,NS154,biologicalstructure,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS154-biologicalstructure,Explain how the function of cells and other biological systems is informed by their structure.,
NS,NS154,networks,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS154-networks,Analyze how network structure affects interactions within a network.,
NS,NS154,regulation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS154-regulation,Explain the regulatory mechanisms involved in cells or other biological systems' responsiveness to changing conditions.,
NS,NS156,earthobserving,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS156-earthobserving,"Explain, locate, and visualize the different types of environmental observations (e.g. in situ, remotely sensed) and their suitability for addressing different problems.",Dec/2020
NS,NS156,remotesensing,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS156-remotesensing,Model radiative transfer and analyze remote sensing measurements.,
NS,NS156,boxmodel,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS156-boxmodel,Create representative models of environmental systems that can then be solved analytically or numerically.,
NS,NS156,climate,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS156-climate,"Explain the physics of the Earth’s climate and apply that understanding to past, current, and future changes to the climate system.",
NS,NS156,environmentalchem,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS156-environmentalchem,Explain and model the chemical processes that control the Earth system.,
NS,NS156,fluidmotion,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS156-fluidmotion,Explain and model the physical flows of the atmosphere and oceans.,
NS,NS156,earthapplications,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS156-earthapplications,Design scientifically sound and achievable solutions to current environmental issues using observations and models.,
NS,NS156,numericalsimulation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS156-numericalsimulation,Evaluate and create numerical simulations of the Earth system.,
NS,NS162,MathMethods,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS162-MathMethods,"Use the methods of calculus, real analysis, linear algebra, and especially probability theory to model statistical mechanical systems and quantitatively calculate their properties.",Dec/2020
NS,NS162,StatisticalSimulation,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS162-StatisticalSimulation,Use dynamical simulations or Monte Carlo methods to sample probability distributions in statistical mechanical systems.,
NS,NS162,Heat,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS162-Heat,"Explain the relationship between heat exchange and changes in temperature, internal energy, entropy, and work for different thermodynamic systems.",
NS,NS162,PhaseTransitions,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS162-PhaseTransitions,Explain the microscopic and thermodynamic properties of phases and the dynamics of phase transitions.,
NS,NS162,StatisticalEquilibrium,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS162-StatisticalEquilibrium, Explain the approach to stationary probability distributions for macroscopic properties in closed or weakly coupled systems based on the 2nd law of thermodynamics and the entropic definition of temperature.,
NS,NS162,IdealGas,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS162-IdealGas,Explain the emergent ideal gas law in terms of the microscopic dynamics and phase space of the hard-sphere gas model and its ideal limit.,
NS,NS162,IsingModel,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS162-IsingModel,"Explain the Ising model’s dynamics in 1d and 2d, its connections to physical systems, and statistical properties.",
NS,NS162,Entropy,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS162-Entropy,"Calculate the entropy of a macrostate from the corresponding microstates (or phase space for continuous systems) in an appropriate ensemble, and interpret when appropriate as a probability or a measure of information/disorder.",
NS,NS162,StatisticalEmergence,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS162-StatisticalEmergence,"Explain the emergence of sharply defined macroscopic properties, their statistical fluctuations, and the emergent laws governing their evolution through coarse-graining in systems composed of many microscopic components.",
NS,NS164,safetyefficacy,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS164-safetyefficacy,"Evaluate processes to ensure safety, efficacy and ethics of new technologies and therapies; analyze the tradeoffs between safety and efficacy in design of clinical trials and application of pharmaceutical or biotechnological products",Dec/2020
NS,NS164,sciencecommunication,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS164-sciencecommunication,Explain a scientific concept in a manner appropriate for the intended audience; analyze how a scientific communication succeeded or failed in persuading the intended audience,
NS,NS164,molecularmedicine,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS164-molecularmedicine,"Explain how a molecule or set of molecules influences a health-related phenotype; explain the genetic, molecular, cellular, or physiological basis of disease pathogenesis",
NS,NS164,translationalresearch,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS164-translationalresearch,(bench to bedside) Propose and evaluate ways facts and principles of basic biology can be used to improve human health; select an appropriate application of a technological breakthrough; explain how a molecule or group of molecules can be manipulated to alter disease progression.,
NS,NS164,bioengineering,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS164-bioengineering,"(tissue engineering, stem cell engineering, genetic engineering): Explain the process of manipulating molecular, genetic, or cellular material for a specific purpose.",
NS,NS164,bioinformatics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS164-bioinformatics,Apply bioinformatic tools to generate and test hypotheses.,
NS,NS164,modelselection,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS164-modelselection,Evaluate the appropriate clinical and pre-clinical model for testing therapeutic applications.,
NS,NS166,cyclingandflow,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS166-cyclingandflow,Explain biogeochemical cycling and energy flow in natural systems and how changes to one aspect will affect other aspects.,Dec/2020
NS,NS166,disturbance,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS166-disturbance,Evaluate the effects of natural and anthropogenic disturbances on natural systems.,
NS,NS166,interactions,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS166-interactions,Explain interactions among biotic elements within a community and the feedbacks that result from those interactions.,
NS,NS166,landscape,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS166-landscape,Analyze and explain landscape patterns and processes in a given system.,
NS,NS166,measuringmonitoring,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS166-measuringmonitoring,"Identify and apply appropriate techniques to assess populations, communities, and ecosystems.",
NS,NS166,scale,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS166-scale,Analyze natural systems by incorporating spatial and temporal scales.,
NS,NS166,effectivesolutions,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS166-effectivesolutions,Design and evaluate solutions to environmental problems.,
NS,NS166,socialframes,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS166-socialframes,"Explain how social frames (e.g., economic, ethical, political) influence the effective solutions to environmental problems.",
NS,NS270,qalmri,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS270-qalmri,Align research with the questions it is meant to answer,
NS,NS270,fruitfuldirections,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS270-fruitfuldirections,Propose fruitful extensions to existing research,
NS,NS270,dataprep,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS270-dataprep,Obtain and prepare data to facilitate analysis,
NS,NS270,dataanalysis,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS270-dataanalysis,Use computers to analyze data,
NS,NS270,workincontext,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS270-workincontext,Articulate and defend the significance and implications of the work in the primary field of study in terms of challenges and trends in a social or global context.,
NS,NS270,litreview,https://forum.minerva.edu/app/outcome-index/learning-outcomes/NS270-litreview,Conduct and synthesize searches of scholarly literature,
Social Sciences,,,,,
SS,SS110,brainareas,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-brainareas,"Describe events at the level of brain areas, and how they relate to other cogsci levels of analysis",Dec/2020
SS,SS110,neurons,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-neurons,"Describe events at the level of neurons and molecules, and how they relate to other cogsci levels of analysis",
SS,SS110,socialdynamics,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-socialdynamics,"Describe events at the level of social dynamics, and how they relate to other cogsci levels of analysis",
SS,SS110,type1andtype2processing,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-type1andtype2processing,"Describe events at the level of Type 1 and 2 processing, and how they relate to other cogsci levels of analysis",
SS,SS110,behavioralmeasures,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-behavioralmeasures,"Design, interpret, or evaluate methods that rely on behavioral measures",
SS,SS110,psychologicalmeasures,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-psychologicalmeasures,"Design, interpret, or evaluate methods that rely on physiological measures",
SS,SS110,researcherbestpractices,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-researcherbestpractices,Identify and explain how best practices in the field improve research and results,
SS,SS110,verbalreportmeasures,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-verbalreportmeasures,"Design, interpret, or evaluate methods that rely on verbal report",
SS,SS110,developmentofcognition,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-developmentofcognition,"Describe the development of a feature of cognition, and how it relates to other explanation types",
SS,SS110,evolutionofcognition,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-evolutionofcognition,"Describe the evolution of a feature of cognition, and how it relates to other explanation types",
SS,SS110,functionofcognition,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-functionofcognition,"Describe the function of a feature of cognition, and how it relates to other explanation types",
SS,SS110,mechanismofcognition,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-mechanismofcognition,"Describe the mechanism of a feature of cognition, and how it relates to other explanation types",
SS,SS110,abnormal,https://forum.minerva.edu/app/outcome-index/learning-outcomes/SS110-abnormal,Contrast normal from abnormal mental functioning and explain the causes of impairments.,Not in use anymore
